date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:33:13	37246/37246	---M--	200	added ('OK')	image/jpeg	etag:%225e4007fe-917e%22	https://demo.cocobasic.com/anotte-html/images/image_04.jpg	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/images/image_04.jpg	(from https://demo.cocobasic.com/anotte-html/)
13:33:14	78573/78573	---M--	200	added ('OK')	image/jpeg	etag:%225e4007ff-132ed%22	https://demo.cocobasic.com/anotte-html/images/image_05.jpg	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/images/image_05.jpg	(from https://demo.cocobasic.com/anotte-html/)
13:33:14	97188/97188	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4007ff-17ba4%22	https://demo.cocobasic.com/anotte-html/js/jquery.js	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/js/jquery.js	(from https://demo.cocobasic.com/anotte-html/)
13:33:16	24476/24476	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4007ff-5f9c%22	https://demo.cocobasic.com/anotte-html/js/jquery.smartmenus.min.js	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/js/jquery.smartmenus.min.js	(from https://demo.cocobasic.com/anotte-html/)
13:33:17	21508/21508	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4007ff-5404%22	https://demo.cocobasic.com/anotte-html/js/jquery.prettyPhoto.js	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/js/jquery.prettyPhoto.js	(from https://demo.cocobasic.com/anotte-html/)
13:33:18	2798/2798	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4007ff-aee%22	https://demo.cocobasic.com/anotte-html/js/jquery.sticky-kit.min.js	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/js/jquery.sticky-kit.min.js	(from https://demo.cocobasic.com/anotte-html/)
13:33:19	26643/26643	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4007ff-6813%22	https://demo.cocobasic.com/anotte-html/js/imagesloaded.pkgd.js	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/js/imagesloaded.pkgd.js	(from https://demo.cocobasic.com/anotte-html/)
13:33:20	3350/3350	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4007ff-d16%22	https://demo.cocobasic.com/anotte-html/js/jquery.fitvids.js	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/js/jquery.fitvids.js	(from https://demo.cocobasic.com/anotte-html/)
13:33:21	3029/3029	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4007ff-bd5%22	https://demo.cocobasic.com/anotte-html/js/tipper.js	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/js/tipper.js	(from https://demo.cocobasic.com/anotte-html/)
13:33:22	122735/122735	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4007ff-1df6f%22	https://demo.cocobasic.com/anotte-html/js/swiper.min.js	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/js/swiper.min.js	(from https://demo.cocobasic.com/anotte-html/)
13:33:23	12064/12064	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e4007ff-2f20%22	https://demo.cocobasic.com/anotte-html/js/main.js	/Users/apple/websites/tacido/demo.cocobasic.com/anotte-html/js/main.js	(from https://demo.cocobasic.com/anotte-html/)
